respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
201901030984,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201901031008,50-64,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
201901031040,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901031064,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901031267,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
201901031287,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901031311,65+,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901031319,50-64,A woman,White,White non-Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901031350,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201901031373,18-29,A man,Mixed Race,Other,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Not very confident,About the same as you expected
201901031377,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201901031405,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901031471,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901031482,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901031513,50-64,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201901031553,30-49,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Very confident,
201901031634,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901031659,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901031661,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201901031667,30-49,A woman,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901031708,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,Nothing at all,,,,
201901031758,65+,A woman,White,White non-Hispanic,Refused,Refused,A lot,Refused,,Somewhat confident,
201901031766,50-64,A woman,Refused,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901031771,65+,A woman,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901031774,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901031804,30-49,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201901031876,30-49,A man,White,Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","No, I do not",Very confident,Better than you expected
201901031970,18-29,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901032056,65+,A man,White,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201901032142,65+,A man,Or some other race,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901032340,50-64,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201901032626,50-64,A man,Or some other race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901032712,30-49,A woman,Mixed Race,Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901032794,50-64,A woman,White,Hispanic,Refused,Refused,A little,"No, I have not done this",,Refused,
201901032821,18-29,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901032948,30-49,A man,Black or African-American,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201901033067,50-64,A man,White,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","No, I do not",Not at all confident,Worse than you expected
201901033313,65+,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Refused,
201901034413,30-49,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901034533,18-29,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901034597,30-49,A man,White,Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201901034658,18-29,A man,Or some other race,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901035187,30-49,A woman,White,Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201901035302,30-49,A man,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"No, I have not done this",,Very confident,
201901035545,30-49,A man,Or some other race,Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901035767,30-49,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201901035815,18-29,A woman,Refused,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not very confident,
201901036181,30-49,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201901036312,65+,A woman,Or some other race,Hispanic,"$30,000 to less than $40,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901036461,65+,A woman,White,Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901036471,30-49,A woman,White,Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
201901036491,65+,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901036548,65+,A man,Mixed Race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901036659,18-29,A woman,White,Hispanic,"$40,000 to less than $50,000",Middle income,A little,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901037170,65+,A man,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901037189,30-49,A man,Black or African-American,Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201901037258,50-64,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not at all confident,
201901037580,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","No, I do not",Not at all confident,Not sure
201901037593,65+,A man,White,Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901037689,18-29,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"Yes, I have done this","No, I do not",Not very confident,Better than you expected
201901037764,65+,A man,White,Hispanic,Refused,Refused,A little,"No, I have not done this",,Not at all confident,
201901037835,65+,A man,White,Hispanic,"$40,000 to less than $50,000",Lower income,A lot,"No, I have not done this",,Not very confident,
201901038029,18-29,A man,White,Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201901038284,50-64,A woman,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201901038354,50-64,A woman,White,Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Somewhat confident,
201901038370,18-29,A woman,Or some other race,Hispanic,"$40,000 to less than $50,000",Lower income,Nothing at all,,,,
201901038458,50-64,A woman,White,Hispanic,"$30,000 to less than $40,000",Middle income,Nothing at all,,,,
201901038724,50-64,A woman,White,Hispanic,"$40,000 to less than $50,000",Lower income,Nothing at all,,,,
201901039253,30-49,A man,Or some other race,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201901039579,65+,A woman,White,Hispanic,"Less than $30,000",Lower income,A lot,"No, I have not done this",,Not at all confident,
201901039731,18-29,A man,White,Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"Yes, I have done this","No, I do not",Not very confident,Better than you expected
201901039764,65+,A man,Or some other race,Hispanic,"$60,000 to less than $70,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901039835,50-64,A man,Or some other race,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"Yes, I have done this","No, I do not",Somewhat confident,About the same as you expected
201901039943,50-64,A man,White,Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201901040108,30-49,A woman,Or some other race,Hispanic,"$70,000 to less than $80,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201901040458,65+,A man,White,Hispanic,"$90,000 to less than $100,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201901040577,30-49,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A lot,"Yes, I have done this","No, I do not",Not at all confident,About the same as you expected
201901040705,50-64,A man,White,Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201901040911,50-64,A man,White,Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Somewhat confident,
201901041188,30-49,A man,White,Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201901041356,65+,A man,White,Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
